,0,1,2,3,4
0,0.933205787493152,0.3567058985682121,0.867255393381055,0.7802010552037031,0.2915342090770543
1,0.7610381914911266,0.9230454878464516,0.7535697082600352,0.2687855137490315,0.39040169144508396
2,0.3225475104822204,0.4630135800023024,0.6808280107492759,0.17404310631586728,0.3182357973737566
3,0.05384118391602377,0.03336817153018323,0.20390449238749042,0.722815671315411,0.45524375582145304
4,0.1196873462575977,0.8765997876372812,0.194055311378302,0.40350980382329127,0.3642056769650651
5,0.8298954034625106,0.4056354150803566,0.4879573384796172,0.2566965593449676,0.9638714522386573
6,0.3618130892196606,0.4219632577561201,0.2838176743677979,0.7059728749129035,0.6497560087681469
7,0.590237729041323,0.16671975536185302,0.04164238635153372,0.7491161064430322,0.8462731355196417
8,0.30419787740542903,0.7220338036382069,0.049886315858353236,0.06131372880900532,0.2741730015282915
9,0.40811676631253313,0.1925232248119374,0.4563624507633417,0.6687807900928091,0.11879758927474504
10,0.5448722009401321,0.5140610816914792,0.15597778254892392,0.13278555558537197,0.7744599529073946
11,0.9936305732872278,0.485956056325917,0.667210529377148,0.06892363783679012,0.515200365391438
12,0.5234010106190907,0.4013238728567896,0.4836176756533156,0.8001871098452882,0.33301029576381747
13,0.4645851617016159,0.386923484217631,0.8056633438312334,0.36056683852815496,0.5549013131122271
14,0.540490915101841,0.8393351377161304,0.4111026945251345,0.33507334356050844,0.5849483794102982
15,0.08728148273937242,0.5919399430638341,0.2716752635402069,0.5245905974202759,0.5085349405220527
16,0.4417751459171344,0.45174343036569187,0.8503935115764963,0.9137916458004166,0.16182373795473948
17,0.43298176276273415,0.31885580744943354,0.6889691991028616,0.614630909658793,0.6696503825548419
18,0.17902688936473343,0.6536035838477284,0.37469108520030225,0.7189339637770094,0.509662076931889
19,0.5609877274707381,0.9531076553961106,0.04202021270454559,0.7783006136259438,0.626790588883009
20,0.9334518647940865,0.7976622622851042,0.8353934771125621,0.16453311982844365,0.013708012451344787
21,0.705501983429764,0.9914431529079579,0.035780587528708496,0.4444062979600656,0.8312007911210826
22,0.6351110599247964,0.22617818822821822,0.34388928103529015,0.9729438496550987,0.7360051060596703
23,0.682802362620738,0.3541799240940534,0.12173477481273087,0.9487898791707603,0.8328752680128664
24,0.9565884800451263,0.52997912484076,0.9703299653647537,0.5419037826984393,0.041212270541157836
25,0.893882840829536,0.8021121664427292,0.8804036202833206,0.6405281239252447,0.9837484740490814
26,0.05284117078841488,0.9458452057424206,0.20560783667499516,0.03196433832270962,0.6959020656250888
27,0.4771908398882755,0.3328756768450941,0.5623404268532807,0.9174135862687768,0.8294468767003088
28,0.7764885357571475,0.8743528950612433,0.44132845069503024,0.2529272627879672,0.2898256593686479
29,0.12727945900065563,0.11629761160599161,0.05210181811613135,0.9907256381308712,0.4639457018531917
30,0.8162825668621598,0.5924733992295521,0.4498799883008462,0.18891228456859588,0.8808855500838307
31,0.43259403747431424,0.4315293812403693,0.12838302810087654,0.338942595935539,0.8899731810562841
32,0.5955804318177454,0.5916391885766198,0.6707411094756787,0.1884799806181967,0.49535263970618504
33,0.016264952645213326,0.7334594165769281,0.3113072575829089,0.19980579515935115,0.8658396867319348
34,0.7584818434246922,0.7996808810528064,0.3012975640849923,0.5091246210058669,0.922246086184923
35,0.0337396336578355,0.9778201737253995,0.3234246807434702,0.2601781710626596,0.09247134691516457
